                            mean         std         2.5q          25q          50q          75q       97.5q       mc err
v_loss_subj.9          0.0194565  0.00212524    0.0154521    0.0179799    0.0193867    0.0209494    0.023705   9.3199e-05
v_loss_subj.10          0.013818  0.00162785    0.0107984    0.0126866    0.0137745    0.0148935   0.0169838  6.02123e-05
v_loss_subj.11         0.0296797  0.00306491    0.0237012    0.0276161    0.0296308    0.0316999   0.0357405   0.00015051
v_loss_subj.12           0.02035  0.00228718    0.0159855    0.0187655    0.0203437    0.0218841   0.0247767  8.77383e-05
v_loss_subj.13         0.0363003  0.00311295    0.0301232    0.0342336    0.0362078    0.0384595   0.0423974  0.000145239
v_loss_subj.14         0.0223905  0.00255314    0.0173761    0.0206816     0.022411    0.0240575   0.0275288  0.000106602
v_loss_subj.15         0.0226959  0.00240503    0.0177014    0.0211143    0.0227908    0.0243005   0.0272869  0.000103216
v_loss_subj.16         0.0231037  0.00254097    0.0181771    0.0213733    0.0230303    0.0247736   0.0283139   0.00010562
v_loss_subj.17         0.0118918  0.00371435   0.00466168   0.00935558    0.0118295    0.0145107   0.0191453  0.000145815
v_loss_subj.18          0.031246  0.00262379    0.0262702    0.0294451    0.0311497    0.0330083   0.0365526  0.000107881
v_loss_subj.19        0.00305867  0.00211155  -0.00103713   0.00159734   0.00304359   0.00454406  0.00715282  9.12506e-05
v_loss_subj.20        0.00702788  0.00543314  -0.00377222   0.00329988   0.00713201    0.0106896   0.0174124  0.000213297
v_loss_subj.21         0.0331585  0.00321803    0.0268615    0.0310127    0.0332155    0.0353279   0.0393761  0.000118216
v_loss_subj.22         0.0301774  0.00337585    0.0235897    0.0279913     0.030174     0.032452   0.0368175   0.00010673
v_loss_subj.23         0.0418485  0.00349647    0.0351731     0.039438    0.0419136    0.0441015    0.048718   0.00012365
v_loss_subj.24         0.0176587  0.00680167   0.00400696    0.0132343     0.017688    0.0223035   0.0306319  0.000168998
v_loss_subj.25         0.0327139  0.00342499    0.0261651    0.0303875    0.0327001      0.03502   0.0395361  0.000130572
v_loss_subj.26         0.0184208  0.00222949    0.0141035    0.0168666    0.0184254    0.0199099    0.022898  8.50619e-05
v_loss_subj.27         0.0354929  0.00253811    0.0304146    0.0337732    0.0354636     0.037259   0.0405408  0.000127774
v_loss_subj.28         0.0202309  0.00235388    0.0157089    0.0186107    0.0202382    0.0218247   0.0249107  0.000104613
v_loss_subj.29        0.00706426  0.00239315   0.00229012   0.00549496   0.00708311   0.00865234   0.0117986  8.92328e-05
v_loss_subj.30         0.0241031  0.00274146    0.0186905    0.0222816    0.0241267    0.0259795   0.0294391  0.000110456
v_loss_subj.31         0.0264441  0.00314483    0.0201994    0.0243318    0.0263777    0.0285702   0.0323923  0.000136401
v_loss_subj.32         0.0312041  0.00345662     0.024326    0.0289222    0.0312291    0.0334941    0.037934  0.000126705
v_loss_subj.33         0.0131034    0.002728   0.00733728    0.0112861    0.0131903    0.0149533   0.0182197  0.000104512
v_loss_subj.34          0.030518  0.00252922    0.0255354    0.0288868    0.0305375    0.0322169   0.0354501  9.80079e-05
v_loss_subj.35         0.0295332  0.00318643    0.0233344    0.0274184    0.0295668    0.0317924   0.0356272  0.000124472
v_loss_subj.36         0.0253876  0.00346744      0.01853    0.0230819    0.0255356    0.0277679   0.0320045   0.00013436
v_loss_subj.37           0.01582  0.00235122    0.0112206     0.014214    0.0158057    0.0173821   0.0203564  9.10882e-05
v_loss_subj.38         0.0178015  0.00263824    0.0124676    0.0160959    0.0177846    0.0195738   0.0229494  0.000108643
v_loss_subj.39         0.0254587  0.00337732    0.0191868    0.0230937    0.0253979    0.0277073   0.0322731  0.000136295
v_loss_subj.40         0.0151524  0.00223704    0.0108026    0.0136869    0.0151737    0.0167314   0.0195514  0.000107583
v_loss_subj.41         0.0240777  0.00278514    0.0186275    0.0222516    0.0240161    0.0259491   0.0296761  0.000117743
v_loss_subj.42         0.0191447  0.00249834    0.0140984    0.0174683    0.0191662    0.0208555   0.0239869    9.496e-05
v_loss_subj.43         0.0216217  0.00245605    0.0168154    0.0199748    0.0216473    0.0232241   0.0265122  9.96242e-05
v_loss_subj.44         0.0361397  0.00290466    0.0303295    0.0341998    0.0361431    0.0380884   0.0420804  0.000119757
v_loss_subj.45         0.0107139  0.00239414   0.00612187   0.00905517     0.010683    0.0123035   0.0154885  9.70257e-05
v_loss_subj.46        0.00554356  0.00236108   0.00109953   0.00391308   0.00550499   0.00714202   0.0102164   8.6341e-05
v_loss_subj.47         0.0246863  0.00250519    0.0200495    0.0229715    0.0246354    0.0263575   0.0297438  0.000100274
v_loss_subj.48         0.0288683  0.00308555    0.0226576    0.0268084    0.0288688    0.0309822   0.0348463  0.000109941
v_loss_subj.49         0.0216084  0.00244375    0.0168383    0.0199837    0.0215241    0.0232584   0.0264993  0.000107326
DIC: 17185.987974
deviance: 16926.301830
pD: 259.686143
